"studyID","speciesID","observedSex","captureYear","minimumAge","n"
"MUR-1","CYACAE","M",2004,4,9
"MUR-1","CYACAE","M",2005,0,5
"MUR-1","CYACAE","M",2005,1,79
"MUR-1","CYACAE","M",2005,2,6
"MUR-1","CYACAE","M",2005,3,5
"MUR-1","CYACAE","M",2005,4,10
"MUR-1","CYACAE","M",2005,5,3
"MUR-1","CYACAE","M",2006,0,16
"MUR-1","CYACAE","M",2006,1,46
"MUR-1","CYACAE","M",2006,2,14
"MUR-1","CYACAE","M",2006,3,2
"MUR-1","CYACAE","M",2006,4,3
"MUR-1","CYACAE","M",2006,5,6
"MUR-1","CYACAE","M",2006,6,1
"MUR-1","CYACAE","M",2007,0,8
"MUR-1","CYACAE","M",2007,1,76
"MUR-1","CYACAE","M",2007,2,13
"MUR-1","CYACAE","M",2007,3,9
"MUR-1","CYACAE","M",2007,5,3
"MUR-1","CYACAE","M",2008,0,3
"MUR-1","CYACAE","M",2008,1,45
"MUR-1","CYACAE","M",2008,2,18
"MUR-1","CYACAE","M",2008,3,9
"MUR-1","CYACAE","M",2008,4,5
"MUR-1","CYACAE","M",2008,5,1
"MUR-1","CYACAE","M",2009,0,6
"MUR-1","CYACAE","M",2009,1,67
"MUR-1","CYACAE","M",2009,2,12
"MUR-1","CYACAE","M",2009,3,12
"MUR-1","CYACAE","M",2009,4,6
"MUR-1","CYACAE","M",2009,5,2
"MUR-1","CYACAE","M",2009,9,1
"MUR-1","CYACAE","M",2010,0,4
"MUR-1","CYACAE","M",2010,1,52
"MUR-1","CYACAE","M",2010,2,18
"MUR-1","CYACAE","M",2010,3,7
"MUR-1","CYACAE","M",2010,4,5
"MUR-1","CYACAE","M",2010,,1
"MUR-1","CYACAE","M",2011,0,17
"MUR-1","CYACAE","M",2011,1,59
"MUR-1","CYACAE","M",2011,2,12
"MUR-1","CYACAE","M",2011,3,9
"MUR-1","CYACAE","M",2011,4,6
"MUR-1","CYACAE","M",2011,5,4
"MUR-1","CYACAE","M",2011,8,1
"MUR-1","CYACAE","M",2011,,1
"MUR-1","CYACAE","M",2012,0,13
"MUR-1","CYACAE","M",2012,1,64
"MUR-1","CYACAE","M",2012,2,21
"MUR-1","CYACAE","M",2012,3,7
"MUR-1","CYACAE","M",2012,4,4
"MUR-1","CYACAE","M",2012,5,1
"MUR-1","CYACAE","M",2012,6,1
"MUR-1","CYACAE","M",2013,0,6
"MUR-1","CYACAE","M",2013,1,46
"MUR-1","CYACAE","M",2013,2,24
"MUR-1","CYACAE","M",2013,3,13
"MUR-1","CYACAE","M",2013,4,5
"MUR-1","CYACAE","M",2013,6,1
"MUR-1","CYACAE","M",2013,7,1
"MUR-1","CYACAE","M",2014,0,16
"MUR-1","CYACAE","M",2014,1,55
"MUR-1","CYACAE","M",2014,2,24
"MUR-1","CYACAE","M",2014,3,14
"MUR-1","CYACAE","M",2014,4,5
"MUR-1","CYACAE","M",2015,0,16
"MUR-1","CYACAE","M",2015,1,54
"MUR-1","CYACAE","M",2015,2,19
"MUR-1","CYACAE","M",2015,3,9
"MUR-1","CYACAE","M",2015,4,5
"MUR-1","CYACAE","M",2015,5,2
"MUR-1","CYACAE","M",2015,6,1
"MUR-1","CYACAE","M",2016,0,16
"MUR-1","CYACAE","M",2016,1,62
"MUR-1","CYACAE","M",2016,2,22
"MUR-1","CYACAE","M",2016,3,11
"MUR-1","CYACAE","M",2016,4,8
"MUR-1","CYACAE","M",2016,5,3
"MUR-1","CYACAE","M",2016,6,1
"MUR-1","CYACAE","M",2017,0,27
"MUR-1","CYACAE","M",2017,1,53
"MUR-1","CYACAE","M",2017,2,25
"MUR-1","CYACAE","M",2017,3,9
"MUR-1","CYACAE","M",2017,4,7
"MUR-1","CYACAE","M",2017,5,4
"MUR-1","CYACAE","M",2018,0,13
"MUR-1","CYACAE","M",2018,1,73
"MUR-1","CYACAE","M",2018,2,9
"MUR-1","CYACAE","M",2018,3,6
"MUR-1","CYACAE","M",2018,4,6
"MUR-1","CYACAE","M",2018,5,5
"MUR-1","CYACAE","M",2018,6,1
"MUR-1","CYACAE","M",2019,0,26
"MUR-1","CYACAE","M",2019,1,56
"MUR-1","CYACAE","M",2019,2,10
"MUR-1","CYACAE","M",2019,3,3
"MUR-1","CYACAE","M",2019,4,4
"MUR-1","CYACAE","M",2019,6,1
"MUR-1","CYACAE","M",2020,0,11
"MUR-1","CYACAE","M",2020,1,44
"MUR-1","CYACAE","M",2020,2,13
"MUR-1","CYACAE","M",2020,3,4
"MUR-1","CYACAE","M",2020,4,1
"MUR-1","CYACAE","M",2020,7,1
"MUR-1","CYACAE","M",2021,0,16
"MUR-1","CYACAE","M",2021,1,61
"MUR-1","CYACAE","M",2021,2,12
"MUR-1","CYACAE","M",2021,3,6
"MUR-1","CYACAE","M",2021,4,3
"MUR-1","CYACAE","M",2021,8,1
"MUR-1","CYACAE","M",2022,0,15
"MUR-1","CYACAE","M",2022,1,64
"MUR-1","CYACAE","M",2022,2,22
"MUR-1","CYACAE","M",2022,3,15
"MUR-1","CYACAE","M",2022,4,2
"MUR-1","CYACAE","M",2022,5,2
"MUR-1","CYACAE","M",2022,6,3
"MUR-1","CYACAE","M",2023,0,21
"MUR-1","CYACAE","M",2023,1,73
"MUR-1","CYACAE","M",2023,2,17
"MUR-1","CYACAE","M",2023,3,14
"MUR-1","CYACAE","M",2023,4,2
"MUR-1","CYACAE","M",2023,5,3
"MUR-1","CYACAE","M",2023,6,1
"MUR-1","CYACAE","M",2024,0,25
"MUR-1","CYACAE","M",2024,1,66
"MUR-1","CYACAE","M",2024,2,16
"MUR-1","CYACAE","M",2024,3,7
"MUR-1","CYACAE","M",2024,4,7
"MUR-1","CYACAE","M",2024,6,1
"MUR-1","CYACAE","M",2025,0,14
"MUR-1","CYACAE","M",2025,1,22
"MUR-1","CYACAE","M",2025,2,1
"MUR-1","CYACAE","M",2025,3,3
"MUR-1","CYACAE","U",1997,1,2
"MUR-1","CYACAE","U",2000,1,1
"MUR-1","CYACAE","U",2002,0,1
"MUR-1","CYACAE","U",2002,1,2
"MUR-1","CYACAE","U",2003,1,1
"MUR-1","CYACAE","U",2005,0,2
"MUR-1","CYACAE","U",2005,1,7
"MUR-1","CYACAE","U",2009,0,1
"MUR-1","CYACAE","U",2012,1,1
"MUR-1","CYACAE","U",2015,1,2
"MUR-1","CYACAE","U",2015,3,1
"MUR-1","CYACAE","U",2025,0,1
"MUR-1","CYACAE",,1993,0,64
"MUR-1","CYACAE",,1993,,1
"MUR-1","CYACAE",,1994,0,272
"MUR-1","CYACAE",,1995,0,249
"MUR-1","CYACAE",,1995,,23
"MUR-1","CYACAE",,1996,0,242
"MUR-1","CYACAE",,1996,,1
"MUR-1","CYACAE",,1997,0,216
"MUR-1","CYACAE",,1997,,22
"MUR-1","CYACAE",,1998,0,276
"MUR-1","CYACAE",,1999,0,234
"MUR-1","CYACAE",,2000,0,560
"MUR-1","CYACAE",,2001,0,836
"MUR-1","CYACAE",,2002,0,813
"MUR-1","CYACAE",,2003,0,733
"MUR-1","CYACAE",,2004,0,640
"MUR-1","CYACAE",,2005,0,629
"MUR-1","CYACAE",,2006,0,654
"MUR-1","CYACAE",,2007,0,578
"MUR-1","CYACAE",,2008,0,540
"MUR-1","CYACAE",,2009,0,623
"MUR-1","CYACAE",,2009,,51
"MUR-1","CYACAE",,2010,0,694
"MUR-1","CYACAE",,2011,0,791
"MUR-1","CYACAE",,2012,0,695
"MUR-1","CYACAE",,2012,,8
"MUR-1","CYACAE",,2013,0,738
"MUR-1","CYACAE",,2014,0,765
"MUR-1","CYACAE",,2015,0,723
"MUR-1","CYACAE",,2016,0,781
"MUR-1","CYACAE",,2017,0,763
"MUR-1","CYACAE",,2018,0,777
"MUR-1","CYACAE",,2019,0,908
"MUR-1","CYACAE",,2020,0,683
"MUR-1","CYACAE",,2021,0,879
"MUR-1","CYACAE",,2022,0,801
"MUR-1","CYACAE",,2022,1,1
"MUR-1","CYACAE",,2023,0,893
"MUR-1","CYACAE",,2024,0,858
"MUR-1","PARMAJ","F",1993,1,1
"MUR-1","PARMAJ","F",1994,1,6
"MUR-1","PARMAJ","F",1995,1,8
"MUR-1","PARMAJ","F",1995,2,1
"MUR-1","PARMAJ","F",1996,1,10
"MUR-1","PARMAJ","F",1996,2,1
"MUR-1","PARMAJ","F",1997,1,18
"MUR-1","PARMAJ","F",1997,3,1
"MUR-1","PARMAJ","F",1998,1,2
"MUR-1","PARMAJ","F",1998,2,1
"MUR-1","PARMAJ","F",1998,3,1
"MUR-1","PARMAJ","F",1999,1,7
"MUR-1","PARMAJ","F",1999,3,1
"MUR-1","PARMAJ","F",2000,1,16
"MUR-1","PARMAJ","F",2000,2,1
"MUR-1","PARMAJ","F",2000,4,1
"MUR-1","PARMAJ","F",2001,1,24
"MUR-1","PARMAJ","F",2001,2,1
"MUR-1","PARMAJ","F",2002,0,1
"MUR-1","PARMAJ","F",2002,1,15
"MUR-1","PARMAJ","F",2002,2,5
"MUR-1","PARMAJ","F",2002,3,1
"MUR-1","PARMAJ","F",2003,1,12
"MUR-1","PARMAJ","F",2003,2,5
"MUR-1","PARMAJ","F",2003,3,4
"MUR-1","PARMAJ","F",2004,0,2
"MUR-1","PARMAJ","F",2004,1,9
"MUR-1","PARMAJ","F",2004,2,1
"MUR-1","PARMAJ","F",2004,3,1
"MUR-1","PARMAJ","F",2004,4,1
"MUR-1","PARMAJ","F",2004,6,1
"MUR-1","PARMAJ","F",2005,1,4
"MUR-1","PARMAJ","F",2005,2,1
"MUR-1","PARMAJ","F",2005,3,1
"MUR-1","PARMAJ","F",2006,1,1
"MUR-1","PARMAJ","F",2008,1,6
"MUR-1","PARMAJ","F",2008,2,1
"MUR-1","PARMAJ","F",2009,1,1
"MUR-1","PARMAJ","F",2010,1,1
"MUR-1","PARMAJ","F",2011,1,5
"MUR-1","PARMAJ","F",2012,0,1
"MUR-1","PARMAJ","F",2012,1,10
"MUR-1","PARMAJ","F",2012,2,2
"MUR-1","PARMAJ","F",2013,1,4
"MUR-1","PARMAJ","F",2013,3,1
"MUR-1","PARMAJ","F",2014,1,6
"MUR-1","PARMAJ","F",2014,2,2
"MUR-1","PARMAJ","F",2015,1,3
"MUR-1","PARMAJ","F",2015,3,1
"MUR-1","PARMAJ","F",2016,1,2
"MUR-1","PARMAJ","F",2016,2,1
"MUR-1","PARMAJ","F",2017,1,4
"MUR-1","PARMAJ","F",2018,1,5
"MUR-1","PARMAJ","F",2018,5,1
"MUR-1","PARMAJ","F",2019,1,6
"MUR-1","PARMAJ","F",2020,1,4
"MUR-1","PARMAJ","F",2020,2,1
"MUR-1","PARMAJ","F",2021,1,10
"MUR-1","PARMAJ","F",2022,1,6
"MUR-1","PARMAJ","F",2023,1,7
"MUR-1","PARMAJ","F",2024,1,14
"MUR-1","PARMAJ","F",2025,1,1
"MUR-1","PARMAJ","M",1993,1,1
"MUR-1","PARMAJ","M",1994,1,6
"MUR-1","PARMAJ","M",1995,1,10
"MUR-1","PARMAJ","M",1996,0,1
"MUR-1","PARMAJ","M",1996,1,13
"MUR-1","PARMAJ","M",1996,2,1
"MUR-1","PARMAJ","M",1997,1,32
"MUR-1","PARMAJ","M",1997,2,1
"MUR-1","PARMAJ","M",1998,1,2
"MUR-1","PARMAJ","M",1998,2,1
"MUR-1","PARMAJ","M",1999,1,16
"MUR-1","PARMAJ","M",1999,3,1
"MUR-1","PARMAJ","M",2000,1,31
"MUR-1","PARMAJ","M",2000,4,1
"MUR-1","PARMAJ","M",2001,1,24
"MUR-1","PARMAJ","M",2002,1,15
"MUR-1","PARMAJ","M",2002,2,5
"MUR-1","PARMAJ","M",2003,1,13
"MUR-1","PARMAJ","M",2003,2,6
"MUR-1","PARMAJ","M",2003,3,1
"MUR-1","PARMAJ","M",2004,1,12
"MUR-1","PARMAJ","M",2004,2,3
"MUR-1","PARMAJ","M",2004,3,1
"MUR-1","PARMAJ","M",2005,1,6
"MUR-1","PARMAJ","M",2005,4,1
"MUR-1","PARMAJ","M",2007,1,3
"MUR-1","PARMAJ","M",2008,1,7
"MUR-1","PARMAJ","M",2010,1,2
"MUR-1","PARMAJ","M",2011,1,5
"MUR-1","PARMAJ","M",2012,1,12
"MUR-1","PARMAJ","M",2012,2,2
"MUR-1","PARMAJ","M",2013,1,3
"MUR-1","PARMAJ","M",2014,1,6
"MUR-1","PARMAJ","M",2014,2,1
"MUR-1","PARMAJ","M",2015,1,4
"MUR-1","PARMAJ","M",2015,2,1
"MUR-1","PARMAJ","M",2016,1,4
"MUR-1","PARMAJ","M",2016,2,1
"MUR-1","PARMAJ","M",2017,1,1
"MUR-1","PARMAJ","M",2018,1,6
"MUR-1","PARMAJ","M",2018,3,1
"MUR-1","PARMAJ","M",2019,1,3
"MUR-1","PARMAJ","M",2019,4,1
"MUR-1","PARMAJ","M",2020,1,4
"MUR-1","PARMAJ","M",2020,2,1
"MUR-1","PARMAJ","M",2021,0,1
"MUR-1","PARMAJ","M",2021,1,12
"MUR-1","PARMAJ","M",2022,1,8
"MUR-1","PARMAJ","M",2022,2,1
"MUR-1","PARMAJ","M",2023,1,7
"MUR-1","PARMAJ","M",2024,1,7
"MUR-1","PARMAJ","M",2024,2,1
"MUR-1","PARMAJ","M",2025,0,1
"MUR-1","PARMAJ","U",1997,1,2
"MUR-1","PARMAJ","U",2005,0,1
"MUR-1","PARMAJ","U",2005,1,31
"MUR-1","PARMAJ","U",2012,1,3
"MUR-1","PARMAJ","U",2020,1,1
"MUR-1","PARMAJ",,1994,0,19
"MUR-1","PARMAJ",,1995,0,56
"MUR-1","PARMAJ",,1995,,3
"MUR-1","PARMAJ",,1996,0,48
"MUR-1","PARMAJ",,1997,0,51
"MUR-1","PARMAJ",,1998,0,19
"MUR-1","PARMAJ",,1999,0,29
"MUR-1","PARMAJ",,2000,0,138
"MUR-1","PARMAJ",,2001,0,243
"MUR-1","PARMAJ",,2002,0,163
"MUR-1","PARMAJ",,2003,0,158
"MUR-1","PARMAJ",,2004,0,136
"MUR-1","PARMAJ",,2005,0,109
"MUR-1","PARMAJ",,2006,0,15
"MUR-1","PARMAJ",,2007,0,21
"MUR-1","PARMAJ",,2009,0,23
"MUR-1","PARMAJ",,2010,0,20
"MUR-1","PARMAJ",,2011,0,47
"MUR-1","PARMAJ",,2012,0,50
"MUR-1","PARMAJ",,2013,0,29
"MUR-1","PARMAJ",,2014,0,50
"MUR-1","PARMAJ",,2015,0,15
"MUR-1","PARMAJ",,2016,0,30
"MUR-1","PARMAJ",,2017,0,16
"MUR-1","PARMAJ",,2018,0,37
"MUR-1","PARMAJ",,2019,0,24
"MUR-1","PARMAJ",,2020,0,28
"MUR-1","PARMAJ",,2021,0,29
"MUR-1","PARMAJ",,2022,0,30
"MUR-1","PARMAJ",,2023,0,37
"MUR-1","PARMAJ",,2024,0,17
"MUR-1","PERATE","U",2000,1,1
"MUR-1","PERATE",,1995,,7
"PIR-1","CYACAE","F",1979,,4
"PIR-1","CYACAE","F",1980,,8
"PIR-1","CYACAE","F",1981,,10
"PIR-1","CYACAE","F",1982,1,1
"PIR-1","CYACAE","F",1982,,14
"PIR-1","CYACAE","F",1983,1,4
"PIR-1","CYACAE","F",1983,,14
"PIR-1","CYACAE","F",1984,1,4
"PIR-1","CYACAE","F",1984,2,1
"PIR-1","CYACAE","F",1984,,13
"PIR-1","CYACAE","F",1985,1,30
"PIR-1","CYACAE","F",1985,2,1
"PIR-1","CYACAE","F",1985,3,1
"PIR-1","CYACAE","F",1985,,5
"PIR-1","CYACAE","F",1986,1,24
"PIR-1","CYACAE","F",1986,2,5
"PIR-1","CYACAE","F",1986,,4
"PIR-1","CYACAE","F",1987,1,17
"PIR-1","CYACAE","F",1987,2,8
"PIR-1","CYACAE","F",1987,3,6
"PIR-1","CYACAE","F",1987,,12
"PIR-1","CYACAE","F",1988,0,2
"PIR-1","CYACAE","F",1988,1,32
"PIR-1","CYACAE","F",1988,2,5
"PIR-1","CYACAE","F",1988,3,5
"PIR-1","CYACAE","F",1988,4,4
"PIR-1","CYACAE","F",1988,5,1
"PIR-1","CYACAE","F",1988,,6
"PIR-1","CYACAE","F",1989,1,26
"PIR-1","CYACAE","F",1989,2,7
"PIR-1","CYACAE","F",1989,3,3
"PIR-1","CYACAE","F",1989,4,3
"PIR-1","CYACAE","F",1989,5,1
"PIR-1","CYACAE","F",1989,,6
"PIR-1","CYACAE","F",1990,0,1
"PIR-1","CYACAE","F",1990,1,24
"PIR-1","CYACAE","F",1990,2,9
"PIR-1","CYACAE","F",1990,3,5
"PIR-1","CYACAE","F",1990,4,3
"PIR-1","CYACAE","F",1990,5,2
"PIR-1","CYACAE","F",1990,6,1
"PIR-1","CYACAE","F",1990,,5
"PIR-1","CYACAE","F",1991,1,26
"PIR-1","CYACAE","F",1991,2,8
"PIR-1","CYACAE","F",1991,3,6
"PIR-1","CYACAE","F",1991,4,5
"PIR-1","CYACAE","F",1991,6,1
"PIR-1","CYACAE","F",1991,7,1
"PIR-1","CYACAE","F",1991,,2
"PIR-1","CYACAE","F",1992,0,1
"PIR-1","CYACAE","F",1992,1,43
"PIR-1","CYACAE","F",1992,2,9
"PIR-1","CYACAE","F",1992,3,6
"PIR-1","CYACAE","F",1992,4,3
"PIR-1","CYACAE","F",1992,5,4
"PIR-1","CYACAE","F",1992,7,2
"PIR-1","CYACAE","F",1992,,2
"PIR-1","CYACAE","F",1993,1,42
"PIR-1","CYACAE","F",1993,2,19
"PIR-1","CYACAE","F",1993,3,3
"PIR-1","CYACAE","F",1993,4,1
"PIR-1","CYACAE","F",1993,5,3
"PIR-1","CYACAE","F",1993,6,1
"PIR-1","CYACAE","F",1993,8,1
"PIR-1","CYACAE","F",1994,0,1
"PIR-1","CYACAE","F",1994,1,19
"PIR-1","CYACAE","F",1994,2,8
"PIR-1","CYACAE","F",1994,3,8
"PIR-1","CYACAE","F",1994,4,3
"PIR-1","CYACAE","F",1994,5,1
"PIR-1","CYACAE","F",1994,6,1
"PIR-1","CYACAE","F",1995,1,24
"PIR-1","CYACAE","F",1995,2,6
"PIR-1","CYACAE","F",1995,3,10
"PIR-1","CYACAE","F",1995,4,9
"PIR-1","CYACAE","F",1995,5,1
"PIR-1","CYACAE","F",1995,7,1
"PIR-1","CYACAE","F",1995,,6
"PIR-1","CYACAE","F",1996,1,38
"PIR-1","CYACAE","F",1996,2,3
"PIR-1","CYACAE","F",1996,3,4
"PIR-1","CYACAE","F",1996,4,3
"PIR-1","CYACAE","F",1996,5,3
"PIR-1","CYACAE","F",1996,,2
"PIR-1","CYACAE","F",1997,1,22
"PIR-1","CYACAE","F",1997,2,8
"PIR-1","CYACAE","F",1997,3,1
"PIR-1","CYACAE","F",1997,4,2
"PIR-1","CYACAE","F",1997,5,2
"PIR-1","CYACAE","F",1997,6,1
"PIR-1","CYACAE","F",1997,,1
"PIR-1","CYACAE","F",1998,1,13
"PIR-1","CYACAE","F",1998,2,11
"PIR-1","CYACAE","F",1998,3,10
"PIR-1","CYACAE","F",1998,4,2
"PIR-1","CYACAE","F",1998,6,2
"PIR-1","CYACAE","F",1998,7,1
"PIR-1","CYACAE","F",1998,,2
"PIR-1","CYACAE","F",1999,0,1
"PIR-1","CYACAE","F",1999,1,24
"PIR-1","CYACAE","F",1999,2,5
"PIR-1","CYACAE","F",1999,3,5
"PIR-1","CYACAE","F",1999,4,5
"PIR-1","CYACAE","F",1999,,1
"PIR-1","CYACAE","F",2000,0,1
"PIR-1","CYACAE","F",2000,1,50
"PIR-1","CYACAE","F",2000,2,7
"PIR-1","CYACAE","F",2000,3,6
"PIR-1","CYACAE","F",2000,4,4
"PIR-1","CYACAE","F",2000,5,2
"PIR-1","CYACAE","F",2000,,1
"PIR-1","CYACAE","F",2001,1,37
"PIR-1","CYACAE","F",2001,2,11
"PIR-1","CYACAE","F",2001,3,7
"PIR-1","CYACAE","F",2001,4,3
"PIR-1","CYACAE","F",2001,5,1
"PIR-1","CYACAE","F",2002,1,36
"PIR-1","CYACAE","F",2002,2,10
"PIR-1","CYACAE","F",2002,3,7
"PIR-1","CYACAE","F",2002,4,1
"PIR-1","CYACAE","F",2002,5,1
"PIR-1","CYACAE","F",2003,0,5
"PIR-1","CYACAE","F",2003,1,58
"PIR-1","CYACAE","F",2003,2,8
"PIR-1","CYACAE","F",2003,3,6
"PIR-1","CYACAE","F",2003,4,4
"PIR-1","CYACAE","F",2003,5,2
"PIR-1","CYACAE","F",2003,,2
"PIR-1","CYACAE","F",2004,1,24
"PIR-1","CYACAE","F",2004,2,10
"PIR-1","CYACAE","F",2004,3,3
"PIR-1","CYACAE","F",2004,4,5
"PIR-1","CYACAE","F",2004,5,1
"PIR-1","CYACAE","F",2004,6,1
"PIR-1","CYACAE","F",2005,0,4
"PIR-1","CYACAE","F",2005,1,39
"PIR-1","CYACAE","F",2005,2,5
"PIR-1","CYACAE","F",2005,3,7
"PIR-1","CYACAE","F",2005,4,3
"PIR-1","CYACAE","F",2005,5,3
"PIR-1","CYACAE","F",2005,6,1
"PIR-1","CYACAE","F",2006,0,1
"PIR-1","CYACAE","F",2006,1,49
"PIR-1","CYACAE","F",2006,2,7
"PIR-1","CYACAE","F",2006,4,4
"PIR-1","CYACAE","F",2006,5,1
"PIR-1","CYACAE","F",2006,6,2
"PIR-1","CYACAE","F",2007,1,61
"PIR-1","CYACAE","F",2007,2,13
"PIR-1","CYACAE","F",2007,3,6
"PIR-1","CYACAE","F",2007,4,4
"PIR-1","CYACAE","F",2007,6,1
"PIR-1","CYACAE","F",2007,7,1
"PIR-1","CYACAE","F",2008,1,23
"PIR-1","CYACAE","F",2008,2,19
"PIR-1","CYACAE","F",2008,3,6
"PIR-1","CYACAE","F",2008,4,5
"PIR-1","CYACAE","F",2008,5,1
"PIR-1","CYACAE","F",2009,1,28
"PIR-1","CYACAE","F",2009,2,8
"PIR-1","CYACAE","F",2009,3,11
"PIR-1","CYACAE","F",2009,4,5
"PIR-1","CYACAE","F",2009,5,2
"PIR-1","CYACAE","F",2010,0,2
"PIR-1","CYACAE","F",2010,1,31
"PIR-1","CYACAE","F",2010,2,10
"PIR-1","CYACAE","F",2010,3,4
"PIR-1","CYACAE","F",2010,4,7
"PIR-1","CYACAE","F",2010,5,3
"PIR-1","CYACAE","F",2010,6,1
"PIR-1","CYACAE","F",2011,0,3
"PIR-1","CYACAE","F",2011,1,45
"PIR-1","CYACAE","F",2011,2,10
"PIR-1","CYACAE","F",2011,3,3
"PIR-1","CYACAE","F",2011,4,4
"PIR-1","CYACAE","F",2011,5,4
"PIR-1","CYACAE","F",2011,6,2
"PIR-1","CYACAE","F",2012,0,2
"PIR-1","CYACAE","F",2012,1,37
"PIR-1","CYACAE","F",2012,2,16
"PIR-1","CYACAE","F",2012,3,5
"PIR-1","CYACAE","F",2012,4,3
"PIR-1","CYACAE","F",2012,5,3
"PIR-1","CYACAE","F",2012,6,1
"PIR-1","CYACAE","F",2013,0,2
"PIR-1","CYACAE","F",2013,1,27
"PIR-1","CYACAE","F",2013,2,15
"PIR-1","CYACAE","F",2013,3,9
"PIR-1","CYACAE","F",2013,4,2
"PIR-1","CYACAE","F",2013,5,1
"PIR-1","CYACAE","F",2013,6,1
"PIR-1","CYACAE","F",2013,7,2
"PIR-1","CYACAE","F",2014,0,2
"PIR-1","CYACAE","F",2014,1,32
"PIR-1","CYACAE","F",2014,2,9
"PIR-1","CYACAE","F",2014,3,8
"PIR-1","CYACAE","F",2014,4,9
"PIR-1","CYACAE","F",2014,5,1
"PIR-1","CYACAE","F",2014,7,1
"PIR-1","CYACAE","F",2015,0,4
"PIR-1","CYACAE","F",2015,1,39
"PIR-1","CYACAE","F",2015,2,13
"PIR-1","CYACAE","F",2015,3,2
"PIR-1","CYACAE","F",2015,4,6
"PIR-1","CYACAE","F",2015,5,4
"PIR-1","CYACAE","F",2016,0,4
"PIR-1","CYACAE","F",2016,1,52
"PIR-1","CYACAE","F",2016,2,14
"PIR-1","CYACAE","F",2016,3,3
"PIR-1","CYACAE","F",2016,4,1
"PIR-1","CYACAE","F",2016,5,1
"PIR-1","CYACAE","F",2017,0,5
"PIR-1","CYACAE","F",2017,1,43
"PIR-1","CYACAE","F",2017,2,14
"PIR-1","CYACAE","F",2017,3,12
"PIR-1","CYACAE","F",2017,5,1
"PIR-1","CYACAE","F",2018,0,5
"PIR-1","CYACAE","F",2018,1,33
"PIR-1","CYACAE","F",2018,2,11
"PIR-1","CYACAE","F",2018,3,7
"PIR-1","CYACAE","F",2018,4,5
"PIR-1","CYACAE","F",2019,0,2
"PIR-1","CYACAE","F",2019,1,44
"PIR-1","CYACAE","F",2019,2,11
"PIR-1","CYACAE","F",2019,3,5
"PIR-1","CYACAE","F",2019,4,2
"PIR-1","CYACAE","F",2019,5,2
"PIR-1","CYACAE","F",2020,1,23
"PIR-1","CYACAE","F",2020,2,13
"PIR-1","CYACAE","F",2020,3,7
"PIR-1","CYACAE","F",2020,4,4
"PIR-1","CYACAE","F",2020,5,1
"PIR-1","CYACAE","F",2021,0,4
"PIR-1","CYACAE","F",2021,1,41
"PIR-1","CYACAE","F",2021,2,9
"PIR-1","CYACAE","F",2021,3,11
"PIR-1","CYACAE","F",2021,4,4
"PIR-1","CYACAE","F",2021,5,2
"PIR-1","CYACAE","F",2021,6,1
"PIR-1","CYACAE","F",2022,0,6
"PIR-1","CYACAE","F",2022,1,29
"PIR-1","CYACAE","F",2022,2,15
"PIR-1","CYACAE","F",2022,3,6
"PIR-1","CYACAE","F",2022,4,7
"PIR-1","CYACAE","F",2022,5,5
"PIR-1","CYACAE","F",2022,6,1
"PIR-1","CYACAE","F",2023,0,4
"PIR-1","CYACAE","F",2023,1,37
"PIR-1","CYACAE","F",2023,2,9
"PIR-1","CYACAE","F",2023,3,4
"PIR-1","CYACAE","F",2023,5,5
"PIR-1","CYACAE","F",2023,6,1
"PIR-1","CYACAE","F",2024,0,7
"PIR-1","CYACAE","F",2024,1,34
"PIR-1","CYACAE","F",2024,2,9
"PIR-1","CYACAE","F",2024,3,5
"PIR-1","CYACAE","F",2024,4,3
"PIR-1","CYACAE","F",2024,5,1
"PIR-1","CYACAE","F",2024,6,1
"PIR-1","CYACAE","F",2024,7,1
"PIR-1","CYACAE","M",1979,,2
"PIR-1","CYACAE","M",1980,,4
"PIR-1","CYACAE","M",1981,,3
"PIR-1","CYACAE","M",1982,1,1
"PIR-1","CYACAE","M",1982,,10
"PIR-1","CYACAE","M",1983,1,1
"PIR-1","CYACAE","M",1983,,15
"PIR-1","CYACAE","M",1984,1,4
"PIR-1","CYACAE","M",1984,,9
"PIR-1","CYACAE","M",1985,1,36
"PIR-1","CYACAE","M",1985,,14
"PIR-1","CYACAE","M",1986,1,21
"PIR-1","CYACAE","M",1986,2,5
"PIR-1","CYACAE","M",1986,,6
"PIR-1","CYACAE","M",1987,1,13
"PIR-1","CYACAE","M",1987,2,8
"PIR-1","CYACAE","M",1987,3,5
"PIR-1","CYACAE","M",1987,,13
"PIR-1","CYACAE","M",1988,0,4
"PIR-1","CYACAE","M",1988,1,25
"PIR-1","CYACAE","M",1988,2,3
"PIR-1","CYACAE","M",1988,3,5
"PIR-1","CYACAE","M",1988,4,1
"PIR-1","CYACAE","M",1988,,12
"PIR-1","CYACAE","M",1989,1,20
"PIR-1","CYACAE","M",1989,2,7
"PIR-1","CYACAE","M",1989,3,1
"PIR-1","CYACAE","M",1989,4,3
"PIR-1","CYACAE","M",1989,5,1
"PIR-1","CYACAE","M",1989,,14
"PIR-1","CYACAE","M",1990,1,19
"PIR-1","CYACAE","M",1990,2,11
"PIR-1","CYACAE","M",1990,3,3
"PIR-1","CYACAE","M",1990,4,3
"PIR-1","CYACAE","M",1990,5,2
