"studyID","speciesID","observedSex","captureYear","minimumAge","n"
"PIR-1","CYACAE","M",1990,,9
"PIR-1","CYACAE","M",1991,1,18
"PIR-1","CYACAE","M",1991,2,9
"PIR-1","CYACAE","M",1991,3,4
"PIR-1","CYACAE","M",1991,4,2
"PIR-1","CYACAE","M",1991,5,1
"PIR-1","CYACAE","M",1991,6,1
"PIR-1","CYACAE","M",1991,,6
"PIR-1","CYACAE","M",1992,0,6
"PIR-1","CYACAE","M",1992,1,26
"PIR-1","CYACAE","M",1992,2,6
"PIR-1","CYACAE","M",1992,3,7
"PIR-1","CYACAE","M",1992,4,4
"PIR-1","CYACAE","M",1992,5,2
"PIR-1","CYACAE","M",1992,6,1
"PIR-1","CYACAE","M",1992,7,1
"PIR-1","CYACAE","M",1992,,7
"PIR-1","CYACAE","M",1993,0,3
"PIR-1","CYACAE","M",1993,1,35
"PIR-1","CYACAE","M",1993,2,17
"PIR-1","CYACAE","M",1993,3,6
"PIR-1","CYACAE","M",1993,4,3
"PIR-1","CYACAE","M",1993,5,1
"PIR-1","CYACAE","M",1993,6,1
"PIR-1","CYACAE","M",1993,7,1
"PIR-1","CYACAE","M",1993,8,1
"PIR-1","CYACAE","M",1993,,2
"PIR-1","CYACAE","M",1994,0,1
"PIR-1","CYACAE","M",1994,1,24
"PIR-1","CYACAE","M",1994,2,11
"PIR-1","CYACAE","M",1994,3,6
"PIR-1","CYACAE","M",1994,4,4
"PIR-1","CYACAE","M",1994,7,1
"PIR-1","CYACAE","M",1994,9,1
"PIR-1","CYACAE","M",1994,,1
"PIR-1","CYACAE","M",1995,1,19
"PIR-1","CYACAE","M",1995,2,9
"PIR-1","CYACAE","M",1995,3,7
"PIR-1","CYACAE","M",1995,4,5
"PIR-1","CYACAE","M",1995,5,3
"PIR-1","CYACAE","M",1995,8,1
"PIR-1","CYACAE","M",1995,,3
"PIR-1","CYACAE","M",1996,1,22
"PIR-1","CYACAE","M",1996,2,8
"PIR-1","CYACAE","M",1996,3,6
"PIR-1","CYACAE","M",1996,4,6
"PIR-1","CYACAE","M",1996,5,5
"PIR-1","CYACAE","M",1996,6,2
"PIR-1","CYACAE","M",1996,9,1
"PIR-1","CYACAE","M",1996,,1
"PIR-1","CYACAE","M",1997,1,19
"PIR-1","CYACAE","M",1997,2,5
"PIR-1","CYACAE","M",1997,3,7
"PIR-1","CYACAE","M",1997,4,3
"PIR-1","CYACAE","M",1997,6,3
"PIR-1","CYACAE","M",1997,,2
"PIR-1","CYACAE","M",1998,1,16
"PIR-1","CYACAE","M",1998,2,14
"PIR-1","CYACAE","M",1998,3,4
"PIR-1","CYACAE","M",1998,4,4
"PIR-1","CYACAE","M",1998,5,1
"PIR-1","CYACAE","M",1998,6,3
"PIR-1","CYACAE","M",1998,7,1
"PIR-1","CYACAE","M",1998,,1
"PIR-1","CYACAE","M",1999,0,3
"PIR-1","CYACAE","M",1999,1,20
"PIR-1","CYACAE","M",1999,2,1
"PIR-1","CYACAE","M",1999,3,7
"PIR-1","CYACAE","M",1999,4,3
"PIR-1","CYACAE","M",1999,6,4
"PIR-1","CYACAE","M",1999,7,1
"PIR-1","CYACAE","M",1999,8,1
"PIR-1","CYACAE","M",1999,,1
"PIR-1","CYACAE","M",2000,1,56
"PIR-1","CYACAE","M",2000,2,7
"PIR-1","CYACAE","M",2000,3,3
"PIR-1","CYACAE","M",2000,4,8
"PIR-1","CYACAE","M",2000,5,1
"PIR-1","CYACAE","M",2000,7,2
"PIR-1","CYACAE","M",2000,8,1
"PIR-1","CYACAE","M",2000,,1
"PIR-1","CYACAE","M",2001,0,1
"PIR-1","CYACAE","M",2001,1,34
"PIR-1","CYACAE","M",2001,2,13
"PIR-1","CYACAE","M",2001,3,2
"PIR-1","CYACAE","M",2001,4,2
"PIR-1","CYACAE","M",2001,5,1
"PIR-1","CYACAE","M",2001,6,2
"PIR-1","CYACAE","M",2002,1,51
"PIR-1","CYACAE","M",2002,2,13
"PIR-1","CYACAE","M",2002,3,5
"PIR-1","CYACAE","M",2002,5,1
"PIR-1","CYACAE","M",2003,0,11
"PIR-1","CYACAE","M",2003,1,82
"PIR-1","CYACAE","M",2003,2,15
"PIR-1","CYACAE","M",2003,3,9
"PIR-1","CYACAE","M",2003,4,2
"PIR-1","CYACAE","M",2003,6,1
"PIR-1","CYACAE","M",2003,,1
"PIR-1","CYACAE","M",2004,1,31
"PIR-1","CYACAE","M",2004,2,13
"PIR-1","CYACAE","M",2004,3,3
"PIR-1","CYACAE","M",2004,4,6
"PIR-1","CYACAE","M",2004,5,2
"PIR-1","CYACAE","M",2005,0,3
"PIR-1","CYACAE","M",2005,1,52
"PIR-1","CYACAE","M",2005,2,6
"PIR-1","CYACAE","M",2005,3,7
"PIR-1","CYACAE","M",2005,4,7
"PIR-1","CYACAE","M",2005,5,1
"PIR-1","CYACAE","M",2005,6,2
"PIR-1","CYACAE","M",2006,0,1
"PIR-1","CYACAE","M",2006,1,44
"PIR-1","CYACAE","M",2006,2,10
"PIR-1","CYACAE","M",2006,3,3
"PIR-1","CYACAE","M",2006,4,2
"PIR-1","CYACAE","M",2006,5,4
"PIR-1","CYACAE","M",2006,7,1
"PIR-1","CYACAE","M",2007,0,4
"PIR-1","CYACAE","M",2007,1,66
"PIR-1","CYACAE","M",2007,2,9
"PIR-1","CYACAE","M",2007,3,5
"PIR-1","CYACAE","M",2007,4,2
"PIR-1","CYACAE","M",2007,5,3
"PIR-1","CYACAE","M",2007,6,2
"PIR-1","CYACAE","M",2008,1,26
"PIR-1","CYACAE","M",2008,2,16
"PIR-1","CYACAE","M",2008,3,3
"PIR-1","CYACAE","M",2008,4,4
"PIR-1","CYACAE","M",2008,6,1
"PIR-1","CYACAE","M",2009,0,1
"PIR-1","CYACAE","M",2009,1,31
"PIR-1","CYACAE","M",2009,2,13
"PIR-1","CYACAE","M",2009,3,11
"PIR-1","CYACAE","M",2009,4,7
"PIR-1","CYACAE","M",2009,5,2
"PIR-1","CYACAE","M",2009,7,1
"PIR-1","CYACAE","M",2010,0,1
"PIR-1","CYACAE","M",2010,1,26
"PIR-1","CYACAE","M",2010,2,10
"PIR-1","CYACAE","M",2010,3,8
"PIR-1","CYACAE","M",2010,4,5
"PIR-1","CYACAE","M",2010,5,4
"PIR-1","CYACAE","M",2011,0,5
"PIR-1","CYACAE","M",2011,1,37
"PIR-1","CYACAE","M",2011,2,10
"PIR-1","CYACAE","M",2011,3,5
"PIR-1","CYACAE","M",2011,4,7
"PIR-1","CYACAE","M",2011,5,4
"PIR-1","CYACAE","M",2011,6,3
"PIR-1","CYACAE","M",2012,0,3
"PIR-1","CYACAE","M",2012,1,25
"PIR-1","CYACAE","M",2012,2,14
"PIR-1","CYACAE","M",2012,3,13
"PIR-1","CYACAE","M",2012,4,3
"PIR-1","CYACAE","M",2012,5,2
"PIR-1","CYACAE","M",2012,6,1
"PIR-1","CYACAE","M",2012,7,1
"PIR-1","CYACAE","M",2013,0,4
"PIR-1","CYACAE","M",2013,1,21
"PIR-1","CYACAE","M",2013,2,17
"PIR-1","CYACAE","M",2013,3,6
"PIR-1","CYACAE","M",2013,4,2
"PIR-1","CYACAE","M",2013,5,2
"PIR-1","CYACAE","M",2013,6,1
"PIR-1","CYACAE","M",2013,7,1
"PIR-1","CYACAE","M",2014,0,8
"PIR-1","CYACAE","M",2014,1,31
"PIR-1","CYACAE","M",2014,2,10
"PIR-1","CYACAE","M",2014,3,8
"PIR-1","CYACAE","M",2014,4,4
"PIR-1","CYACAE","M",2014,5,3
"PIR-1","CYACAE","M",2014,7,1
"PIR-1","CYACAE","M",2014,9,1
"PIR-1","CYACAE","M",2015,0,11
"PIR-1","CYACAE","M",2015,1,36
"PIR-1","CYACAE","M",2015,2,10
"PIR-1","CYACAE","M",2015,3,7
"PIR-1","CYACAE","M",2015,4,4
"PIR-1","CYACAE","M",2015,5,3
"PIR-1","CYACAE","M",2016,0,14
"PIR-1","CYACAE","M",2016,1,43
"PIR-1","CYACAE","M",2016,2,17
"PIR-1","CYACAE","M",2016,3,4
"PIR-1","CYACAE","M",2016,4,3
"PIR-1","CYACAE","M",2016,5,4
"PIR-1","CYACAE","M",2016,7,1
"PIR-1","CYACAE","M",2017,0,7
"PIR-1","CYACAE","M",2017,1,35
"PIR-1","CYACAE","M",2017,2,18
"PIR-1","CYACAE","M",2017,3,11
"PIR-1","CYACAE","M",2017,4,2
"PIR-1","CYACAE","M",2017,5,2
"PIR-1","CYACAE","M",2017,6,2
"PIR-1","CYACAE","M",2018,0,7
"PIR-1","CYACAE","M",2018,1,19
"PIR-1","CYACAE","M",2018,2,16
"PIR-1","CYACAE","M",2018,3,11
"PIR-1","CYACAE","M",2018,4,3
"PIR-1","CYACAE","M",2018,5,1
"PIR-1","CYACAE","M",2019,0,7
"PIR-1","CYACAE","M",2019,1,22
"PIR-1","CYACAE","M",2019,2,17
"PIR-1","CYACAE","M",2019,3,12
"PIR-1","CYACAE","M",2019,4,11
"PIR-1","CYACAE","M",2019,5,2
"PIR-1","CYACAE","M",2019,8,1
"PIR-1","CYACAE","M",2020,1,13
"PIR-1","CYACAE","M",2020,2,8
"PIR-1","CYACAE","M",2020,3,14
"PIR-1","CYACAE","M",2020,4,6
"PIR-1","CYACAE","M",2020,5,8
"PIR-1","CYACAE","M",2021,0,4
"PIR-1","CYACAE","M",2021,1,28
"PIR-1","CYACAE","M",2021,2,12
"PIR-1","CYACAE","M",2021,3,8
"PIR-1","CYACAE","M",2021,4,8
"PIR-1","CYACAE","M",2021,5,7
"PIR-1","CYACAE","M",2021,6,3
"PIR-1","CYACAE","M",2021,7,1
"PIR-1","CYACAE","M",2022,0,7
"PIR-1","CYACAE","M",2022,1,23
"PIR-1","CYACAE","M",2022,2,18
"PIR-1","CYACAE","M",2022,3,11
"PIR-1","CYACAE","M",2022,4,4
"PIR-1","CYACAE","M",2022,5,5
"PIR-1","CYACAE","M",2022,6,7
"PIR-1","CYACAE","M",2022,7,3
"PIR-1","CYACAE","M",2023,0,4
"PIR-1","CYACAE","M",2023,1,29
"PIR-1","CYACAE","M",2023,2,13
"PIR-1","CYACAE","M",2023,3,6
"PIR-1","CYACAE","M",2023,4,4
"PIR-1","CYACAE","M",2023,5,2
"PIR-1","CYACAE","M",2023,6,4
"PIR-1","CYACAE","M",2023,7,1
"PIR-1","CYACAE","M",2024,0,13
"PIR-1","CYACAE","M",2024,1,24
"PIR-1","CYACAE","M",2024,2,8
"PIR-1","CYACAE","M",2024,3,8
"PIR-1","CYACAE","M",2024,4,5
"PIR-1","CYACAE","M",2024,5,4
"PIR-1","CYACAE","M",2024,6,1
"PIR-1","CYACAE","U",1979,,2
"PIR-1","CYACAE","U",1980,,1
"PIR-1","CYACAE","U",1981,,1
"PIR-1","CYACAE","U",1982,,1
"PIR-1","CYACAE","U",1989,1,8
"PIR-1","CYACAE","U",1989,2,1
"PIR-1","CYACAE","U",2002,1,1
"PIR-1","CYACAE","U",2003,1,3
"PIR-1","CYACAE","U",2005,1,5
"PIR-1","CYACAE","U",2007,1,4
"PIR-1","CYACAE","U",2012,1,1
"PIR-1","CYACAE","U",2012,2,1
"PIR-1","CYACAE","U",2013,1,1
"PIR-1","CYACAE","U",2014,0,2
"PIR-1","CYACAE","U",2015,1,1
"PIR-1","CYACAE",,1976,,30
"PIR-1","CYACAE",,1977,,3
"PIR-1","CYACAE",,1979,,18
"PIR-1","CYACAE",,1980,,59
"PIR-1","CYACAE",,1981,,48
"PIR-1","CYACAE",,1982,,54
"PIR-1","CYACAE",,1983,,115
"PIR-1","CYACAE",,1984,,78
"PIR-1","CYACAE",,1985,,139
"PIR-1","CYACAE",,1986,,140
"PIR-1","CYACAE",,1987,0,147
"PIR-1","CYACAE",,1987,,72
"PIR-1","CYACAE",,1988,,283
"PIR-1","CYACAE",,1989,0,249
"PIR-1","CYACAE",,1989,,9
"PIR-1","CYACAE",,1990,0,284
"PIR-1","CYACAE",,1990,,1
"PIR-1","CYACAE",,1991,0,285
"PIR-1","CYACAE",,1991,,3
"PIR-1","CYACAE",,1992,0,362
"PIR-1","CYACAE",,1993,0,364
"PIR-1","CYACAE",,1994,0,318
"PIR-1","CYACAE",,1995,0,240
"PIR-1","CYACAE",,1995,,37
"PIR-1","CYACAE",,1996,0,332
"PIR-1","CYACAE",,1996,,1
"PIR-1","CYACAE",,1997,0,142
"PIR-1","CYACAE",,1997,,60
"PIR-1","CYACAE",,1998,0,172
"PIR-1","CYACAE",,1998,1,1
"PIR-1","CYACAE",,1999,0,267
"PIR-1","CYACAE",,2000,0,448
"PIR-1","CYACAE",,2001,0,309
"PIR-1","CYACAE",,2002,0,289
"PIR-1","CYACAE",,2003,0,187
"PIR-1","CYACAE",,2004,0,242
"PIR-1","CYACAE",,2005,0,337
"PIR-1","CYACAE",,2005,1,5
"PIR-1","CYACAE",,2006,0,393
"PIR-1","CYACAE",,2007,0,490
"PIR-1","CYACAE",,2008,0,250
"PIR-1","CYACAE",,2009,0,276
"PIR-1","CYACAE",,2010,0,363
"PIR-1","CYACAE",,2011,0,331
"PIR-1","CYACAE",,2012,0,172
"PIR-1","CYACAE",,2012,,27
"PIR-1","CYACAE",,2013,0,276
"PIR-1","CYACAE",,2014,0,243
"PIR-1","CYACAE",,2015,0,322
"PIR-1","CYACAE",,2016,0,334
"PIR-1","CYACAE",,2017,0,357
"PIR-1","CYACAE",,2018,0,203
"PIR-1","CYACAE",,2019,0,345
"PIR-1","CYACAE",,2020,0,311
"PIR-1","CYACAE",,2021,0,327
"PIR-1","CYACAE",,2022,0,312
"PIR-1","CYACAE",,2023,0,325
"PIR-1","CYACAE",,2024,0,317
"PIR-1","PARMAJ","F",1979,,1
"PIR-1","PARMAJ","F",1981,,1
"PIR-1","PARMAJ","F",1984,,1
"PIR-1","PARMAJ","F",1987,1,3
"PIR-1","PARMAJ","F",1987,,1
"PIR-1","PARMAJ","F",1988,1,1
"PIR-1","PARMAJ","F",1988,,4
"PIR-1","PARMAJ","F",1989,,4
"PIR-1","PARMAJ","F",1990,1,1
"PIR-1","PARMAJ","F",1990,,2
"PIR-1","PARMAJ","F",1991,1,1
"PIR-1","PARMAJ","F",1991,2,1
"PIR-1","PARMAJ","F",1992,1,2
"PIR-1","PARMAJ","F",1993,1,1
"PIR-1","PARMAJ","F",1993,2,1
"PIR-1","PARMAJ","F",1994,1,1
"PIR-1","PARMAJ","F",1995,1,2
"PIR-1","PARMAJ","F",1995,2,1
"PIR-1","PARMAJ","F",1996,1,2
"PIR-1","PARMAJ","F",1997,1,1
"PIR-1","PARMAJ","F",1999,1,1
"PIR-1","PARMAJ","F",2000,1,4
"PIR-1","PARMAJ","F",2000,5,1
"PIR-1","PARMAJ","F",2000,,1
"PIR-1","PARMAJ","F",2001,1,4
"PIR-1","PARMAJ","F",2002,1,4
"PIR-1","PARMAJ","F",2003,1,2
"PIR-1","PARMAJ","F",2003,2,1
"PIR-1","PARMAJ","F",2004,1,3
"PIR-1","PARMAJ","F",2004,2,1
"PIR-1","PARMAJ","F",2005,1,1
"PIR-1","PARMAJ","F",2005,3,1
"PIR-1","PARMAJ","F",2006,1,1
"PIR-1","PARMAJ","F",2006,4,1
"PIR-1","PARMAJ","F",2007,1,2
"PIR-1","PARMAJ","F",2008,1,1
"PIR-1","PARMAJ","F",2012,1,4
"PIR-1","PARMAJ","F",2013,1,1
"PIR-1","PARMAJ","F",2014,1,5
"PIR-1","PARMAJ","F",2014,2,1
"PIR-1","PARMAJ","F",2015,1,2
"PIR-1","PARMAJ","F",2016,1,2
"PIR-1","PARMAJ","F",2016,3,1
"PIR-1","PARMAJ","F",2017,1,2
"PIR-1","PARMAJ","F",2017,3,1
"PIR-1","PARMAJ","F",2018,1,2
"PIR-1","PARMAJ","F",2019,1,4
"PIR-1","PARMAJ","F",2021,1,2
"PIR-1","PARMAJ","F",2022,1,3
"PIR-1","PARMAJ","F",2023,2,1
"PIR-1","PARMAJ","F",2024,1,4
"PIR-1","PARMAJ","M",1985,1,1
"PIR-1","PARMAJ","M",1987,1,2
"PIR-1","PARMAJ","M",1987,3,1
"PIR-1","PARMAJ","M",1988,1,1
"PIR-1","PARMAJ","M",1988,2,1
"PIR-1","PARMAJ","M",1989,1,2
"PIR-1","PARMAJ","M",1989,2,1
"PIR-1","PARMAJ","M",1990,1,2
"PIR-1","PARMAJ","M",1992,1,2
"PIR-1","PARMAJ","M",1992,4,1
"PIR-1","PARMAJ","M",1993,1,1
"PIR-1","PARMAJ","M",1993,2,1
"PIR-1","PARMAJ","M",1994,1,1
"PIR-1","PARMAJ","M",1995,1,1
"PIR-1","PARMAJ","M",1995,2,1
"PIR-1","PARMAJ","M",1996,1,2
"PIR-1","PARMAJ","M",1997,1,1
"PIR-1","PARMAJ","M",1999,1,2
"PIR-1","PARMAJ","M",2000,1,6
"PIR-1","PARMAJ","M",2001,1,4
"PIR-1","PARMAJ","M",2002,1,3
"PIR-1","PARMAJ","M",2002,2,1
"PIR-1","PARMAJ","M",2003,1,2
"PIR-1","PARMAJ","M",2003,2,1
"PIR-1","PARMAJ","M",2003,3,1
"PIR-1","PARMAJ","M",2004,1,1
"PIR-1","PARMAJ","M",2004,2,2
"PIR-1","PARMAJ","M",2005,2,1
"PIR-1","PARMAJ","M",2006,1,1
"PIR-1","PARMAJ","M",2007,1,1
"PIR-1","PARMAJ","M",2008,1,1
"PIR-1","PARMAJ","M",2012,1,4
"PIR-1","PARMAJ","M",2013,1,2
"PIR-1","PARMAJ","M",2014,1,5
"PIR-1","PARMAJ","M",2014,2,1
"PIR-1","PARMAJ","M",2015,1,1
"PIR-1","PARMAJ","M",2016,1,1
"PIR-1","PARMAJ","M",2017,1,1
"PIR-1","PARMAJ","M",2018,1,2
"PIR-1","PARMAJ","M",2019,1,1
"PIR-1","PARMAJ","M",2019,2,1
"PIR-1","PARMAJ","M",2021,1,1
"PIR-1","PARMAJ","M",2021,4,1
"PIR-1","PARMAJ","M",2022,1,4
"PIR-1","PARMAJ","M",2023,1,4
"PIR-1","PARMAJ","M",2024,1,5
"PIR-1","PARMAJ","U",1985,1,1
"PIR-1","PARMAJ","U",2013,0,1
"PIR-1","PARMAJ","U",2014,1,1
"PIR-1","PARMAJ","U",2015,1,1
"PIR-1","PARMAJ",,1979,,6
"PIR-1","PARMAJ",,1984,0,1
"PIR-1","PARMAJ",,1984,,5
"PIR-1","PARMAJ",,1986,0,5
"PIR-1","PARMAJ",,1992,0,20
"PIR-1","PARMAJ",,1993,0,7
"PIR-1","PARMAJ",,1994,0,3
"PIR-1","PARMAJ",,1995,0,11
"PIR-1","PARMAJ",,1996,0,12
"PIR-1","PARMAJ",,1997,0,3
"PIR-1","PARMAJ",,2000,0,25
"PIR-1","PARMAJ",,2002,0,24
"PIR-1","PARMAJ",,2003,0,21
"PIR-1","PARMAJ",,2004,0,26
"PIR-1","PARMAJ",,2005,0,7
"PIR-1","PARMAJ",,2007,0,5
"PIR-1","PARMAJ",,2009,0,10
"PIR-1","PARMAJ",,2010,0,8
"PIR-1","PARMAJ",,2011,0,6
"PIR-1","PARMAJ",,2012,0,10
"PIR-1","PARMAJ",,2012,,1
"PIR-1","PARMAJ",,2013,0,6
"PIR-1","PARMAJ",,2014,0,22
"PIR-1","PARMAJ",,2015,0,13
"PIR-1","PARMAJ",,2016,0,8
"PIR-1","PARMAJ",,2017,0,4
"PIR-1","PARMAJ",,2018,0,13
"PIR-1","PARMAJ",,2019,0,7
"PIR-1","PARMAJ",,2021,0,10
"PIR-1","PARMAJ",,2022,0,17
"PIR-1","PARMAJ",,2023,0,10
"PIR-1","PARMAJ",,2024,0,13
"PIR-1","PERATE","F",1979,1,1
"PIR-1","PERATE","F",1979,,4
"PIR-1","PERATE","F",1980,,2
"PIR-1","PERATE","F",1982,,3
"PIR-1","PERATE","F",1983,,1
"PIR-1","PERATE","F",1984,1,1
"PIR-1","PERATE","F",1984,,1
"PIR-1","PERATE","F",1985,1,6
"PIR-1","PERATE","F",1985,,1
"PIR-1","PERATE","F",1986,1,4
"PIR-1","PERATE","F",1986,,5
"PIR-1","PERATE","F",1987,,3
"PIR-1","PERATE","F",1988,,8
"PIR-1","PERATE","F",1989,,8
"PIR-1","PERATE","F",1990,1,2
"PIR-1","PERATE","F",1990,,4
"PIR-1","PERATE","F",1991,1,10
"PIR-1","PERATE","F",1991,,2
"PIR-1","PERATE","F",1992,1,13
"PIR-1","PERATE","F",1992,,2
"PIR-1","PERATE","F",1993,1,9
"PIR-1","PERATE","F",1993,2,5
"PIR-1","PERATE","F",1993,,2
"PIR-1","PERATE","F",1994,1,4
"PIR-1","PERATE","F",1994,2,1
"PIR-1","PERATE","F",1994,3,3
"PIR-1","PERATE","F",1995,1,8
"PIR-1","PERATE","F",1995,2,2
"PIR-1","PERATE","F",1995,4,1
"PIR-1","PERATE","F",1996,1,9
"PIR-1","PERATE","F",1996,5,1
"PIR-1","PERATE","F",1997,1,2
"PIR-1","PERATE","F",1998,1,1
"PIR-1","PERATE","F",1998,3,1
"PIR-1","PERATE","F",1999,1,5
"PIR-1","PERATE","F",1999,2,1
"PIR-1","PERATE","F",1999,3,2
"PIR-1","PERATE","F",2000,1,7
"PIR-1","PERATE","F",2000,2,3
"PIR-1","PERATE","F",2000,3,1
"PIR-1","PERATE","F",2000,4,2
"PIR-1","PERATE","F",2001,1,5
"PIR-1","PERATE","F",2002,1,4
"PIR-1","PERATE","F",2002,2,1
"PIR-1","PERATE","F",2003,1,10
"PIR-1","PERATE","F",2003,2,1
"PIR-1","PERATE","F",2004,1,3
"PIR-1","PERATE","F",2004,2,2
"PIR-1","PERATE","F",2005,1,1
"PIR-1","PERATE","F",2006,1,2
"PIR-1","PERATE","F",2007,1,7
"PIR-1","PERATE","F",2007,2,1
"PIR-1","PERATE","F",2008,1,2
"PIR-1","PERATE","F",2008,2,2
"PIR-1","PERATE","F",2013,1,3
"PIR-1","PERATE","F",2014,1,2
"PIR-1","PERATE","F",2015,0,1
"PIR-1","PERATE","F",2015,1,5
"PIR-1","PERATE","F",2015,2,2
"PIR-1","PERATE","F",2016,1,6
"PIR-1","PERATE","F",2016,2,3
"PIR-1","PERATE","F",2017,0,1
"PIR-1","PERATE","F",2017,1,5
"PIR-1","PERATE","F",2017,2,1
"PIR-1","PERATE","F",2018,1,5
"PIR-1","PERATE","F",2018,2,1
"PIR-1","PERATE","F",2019,0,1
"PIR-1","PERATE","F",2019,1,6
"PIR-1","PERATE","F",2019,4,1
"PIR-1","PERATE","F",2019,5,1
"PIR-1","PERATE","F",2020,1,10
"PIR-1","PERATE","F",2020,2,3
"PIR-1","PERATE","F",2021,1,7
"PIR-1","PERATE","F",2021,2,2
"PIR-1","PERATE","F",2022,0,1
"PIR-1","PERATE","F",2022,1,3
"PIR-1","PERATE","F",2022,2,2
"PIR-1","PERATE","F",2022,3,1
"PIR-1","PERATE","F",2022,4,1
"PIR-1","PERATE","F",2023,1,4
"PIR-1","PERATE","F",2024,1,5
"PIR-1","PERATE","F",2024,2,1
"PIR-1","PERATE","M",1979,,2
"PIR-1","PERATE","M",1980,,1
"PIR-1","PERATE","M",1982,,3
"PIR-1","PERATE","M",1983,,1
"PIR-1","PERATE","M",1984,1,1
"PIR-1","PERATE","M",1984,,1
"PIR-1","PERATE","M",1985,1,5
"PIR-1","PERATE","M",1985,,2
"PIR-1","PERATE","M",1986,1,5
"PIR-1","PERATE","M",1986,,3
"PIR-1","PERATE","M",1988,,8
"PIR-1","PERATE","M",1989,,8
"PIR-1","PERATE","M",1990,1,2
"PIR-1","PERATE","M",1990,,4
"PIR-1","PERATE","M",1991,1,11
"PIR-1","PERATE","M",1991,,1
"PIR-1","PERATE","M",1992,1,10
"PIR-1","PERATE","M",1992,,2
"PIR-1","PERATE","M",1993,1,10
"PIR-1","PERATE","M",1993,3,2
"PIR-1","PERATE","M",1993,,3
"PIR-1","PERATE","M",1994,1,2
"PIR-1","PERATE","M",1994,5,1
"PIR-1","PERATE","M",1994,,2
"PIR-1","PERATE","M",1995,1,9
"PIR-1","PERATE","M",1995,2,1
"PIR-1","PERATE","M",1995,3,1
"PIR-1","PERATE","M",1995,4,1
"PIR-1","PERATE","M",1996,1,7
"PIR-1","PERATE","M",1996,2,1
"PIR-1","PERATE","M",1997,3,2
"PIR-1","PERATE","M",1997,,1
"PIR-1","PERATE","M",1998,1,2
"PIR-1","PERATE","M",1999,1,8
"PIR-1","PERATE","M",2000,1,9
"PIR-1","PERATE","M",2000,2,3
"PIR-1","PERATE","M",2001,1,4
"PIR-1","PERATE","M",2001,2,1
"PIR-1","PERATE","M",2001,3,1
"PIR-1","PERATE","M",2002,1,5
"PIR-1","PERATE","M",2002,4,1
"PIR-1","PERATE","M",2003,1,6
"PIR-1","PERATE","M",2003,2,3
"PIR-1","PERATE","M",2003,3,1
"PIR-1","PERATE","M",2003,5,1
"PIR-1","PERATE","M",2004,1,3
"PIR-1","PERATE","M",2004,2,1
"PIR-1","PERATE","M",2004,3,1
"PIR-1","PERATE","M",2005,1,1
"PIR-1","PERATE","M",2006,1,2
"PIR-1","PERATE","M",2007,1,8
"PIR-1","PERATE","M",2008,1,1
"PIR-1","PERATE","M",2008,2,2
"PIR-1","PERATE","M",2013,1,3
"PIR-1","PERATE","M",2014,1,2
"PIR-1","PERATE","M",2015,1,7
"PIR-1","PERATE","M",2016,1,6
"PIR-1","PERATE","M",2016,2,1
"PIR-1","PERATE","M",2016,3,1
"PIR-1","PERATE","M",2017,1,5
"PIR-1","PERATE","M",2017,2,1
"PIR-1","PERATE","M",2018,1,4
"PIR-1","PERATE","M",2019,1,8
"PIR-1","PERATE","M",2019,4,1
"PIR-1","PERATE","M",2020,1,9
"PIR-1","PERATE","M",2020,2,5
"PIR-1","PERATE","M",2021,1,4
"PIR-1","PERATE","M",2021,2,1
"PIR-1","PERATE","M",2021,3,3
"PIR-1","PERATE","M",2022,1,6
"PIR-1","PERATE","M",2022,2,2
"PIR-1","PERATE","M",2022,3,2
"PIR-1","PERATE","M",2023,1,3
"PIR-1","PERATE","M",2023,4,1
"PIR-1","PERATE","M",2024,1,3
"PIR-1","PERATE","M",2024,4,1
"PIR-1","PERATE","U",1992,,1
"PIR-1","PERATE","U",2023,1,2
"PIR-1","PERATE","U",2024,1,1
"PIR-1","PERATE",,1976,,11
"PIR-1","PERATE",,1977,,4
"PIR-1","PERATE",,1979,,31
"PIR-1","PERATE",,1980,,20
"PIR-1","PERATE",,1981,,9
"PIR-1","PERATE",,1982,,24
"PIR-1","PERATE",,1983,,4
"PIR-1","PERATE",,1984,,6
"PIR-1","PERATE",,1985,,23
"PIR-1","PERATE",,1986,,52
"PIR-1","PERATE",,1987,,32
"PIR-1","PERATE",,1988,,37
"PIR-1","PERATE",,1989,,43
"PIR-1","PERATE",,1990,,33
"PIR-1","PERATE",,1991,,54
"PIR-1","PERATE",,1992,0,80
"PIR-1","PERATE",,1993,0,64
"PIR-1","PERATE",,1993,,6
"PIR-1","PERATE",,1994,0,65
"PIR-1","PERATE",,1995,0,60
"PIR-1","PERATE",,1996,0,58
"PIR-1","PERATE",,1997,0,10
"PIR-1","PERATE",,1997,,20
"PIR-1","PERATE",,1998,0,9
"PIR-1","PERATE",,1999,0,35
"PIR-1","PERATE",,2000,0,75
"PIR-1","PERATE",,2001,0,28
"PIR-1","PERATE",,2002,0,34
"PIR-1","PERATE",,2003,0,55
"PIR-1","PERATE",,2004,0,26
"PIR-1","PERATE",,2006,0,9
"PIR-1","PERATE",,2007,0,54
"PIR-1","PERATE",,2008,0,3
"PIR-1","PERATE",,2009,0,39
"PIR-1","PERATE",,2010,0,11
"PIR-1","PERATE",,2011,0,5
"PIR-1","PERATE",,2013,0,6
"PIR-1","PERATE",,2014,0,16
